index,用户昵称,初评,初评日期,评价,追评,追评日期,追评天数,是否有用,赞,Rateid,用户等级,产品,类别,标题,平台,商品链接
1220,t***6,非常不错的一款面膜，水水的，用过之后皮肤嫩嫩的物美价廉,2021年04月26日 17:54,1,,Null,Null,0,1,1130972591726,red_3,面膜,颜色分类:❤新款燕窝面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1221,邹***7,好用，水分很足，补水效果很不错，第二天起来脸很不错，保湿效果非常好 ,2021年04月21日 13:28,1,,Null,Null,0,1,1129014260465,blue_2,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1222,t***9,面膜补水保湿效果挺好 不会过敏 而且价格合适 ,2021年04月26日 17:33,1,,Null,Null,0,1,1130569906035,red_5,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1223,萌***1,保湿效果：不错，保湿效果很好！一直有回购，干皮肤的值得推荐 ,2021年04月21日 11:11,1,,Null,Null,0,1,1129874934168,blue_1,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1224,h***韩,整体评价：一直都用这个牌子 补水挺好的 ,2021年04月23日 21:52,1,,Null,Null,0,1,1130213838441,red_4,面膜,颜色分类:❤新款鱼子酱面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1225,小***9,这个季节脸总是干干的，面膜超级需要 ,2021年04月16日 21:31,1,,Null,Null,0,1,1128878937556,blue_3,面膜,颜色分类:❤新款燕窝面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1226,全***1,一直在用这款面膜，很好用，敏感肌也友好，推荐 ,2021年04月26日 08:28,1,,Null,Null,0,1,1130491162210,blue_3,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1227,小***9,面膜很服帖  补水效果很不错  一直用这一款  值得推荐哦 ,2021年04月26日 16:23,1,,Null,Null,0,1,1130112049873,blue_2,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1228,t***9,水水润润的，非常好,2021年04月18日 16:04,1,,Null,Null,0,1,1129525534705,red_2,面膜,颜色分类:❤新款羊胎素面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1229,弥***6,刚用了一贴，精华还好，就是不喜欢里面的白色的面膜膜。面膜比较服帖,2021年05月05日 19:48,1,,Null,Null,0,1,1131230129099,red_5,面膜,颜色分类:蓝黄药丸（10片/盒）[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1230,y***范,宝贝非常棒，超级补水，保湿效果也不错，到货也很快 ,2021年04月24日 13:37,1,,Null,Null,0,1,1129831389068,blue_1,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1231,竹***夕,用完我脸上干燥起皮就好多了 ,2021年05月02日 17:13,1,,Null,Null,0,1,1130829845209,blue_1,面膜,颜色分类:❤新款燕窝面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1232,房***杰,用了一片，很好。水水嫩嫩的！ ,2021年04月23日 18:51,1,,Null,Null,0,1,1129312272726,blue_3,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1233,呼***7,已经第二次从她家买东西了，面膜精华很多，超级喜欢，喜欢的亲们快快入手吧 ,2021年04月25日 20:05,1,,Null,Null,0,1,1130011921862,red_5,面膜,颜色分类:❤新款水母面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1234,t***6,快递速度很快，面膜用起来很舒服很好用，面膜纸的质量很好，用完后脸滑滑嫩嫩的，超赞 ,2021年04月16日 15:57,1,,Null,Null,0,1,1128839105649,blue_4,面膜,颜色分类:❤新款鱼子酱面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1235,t***9,肤质改善情况：补水效果更好。 保湿效果：吸收快。 我的肤质：油性皮肤，有改善。 ,2021年04月22日 19:49,1,,Null,Null,0,1,1129191436642,blue_2,面膜,颜色分类:❤新款燕窝面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1236,z***2,肤质改善情况：对于男士来说，也需要对皮肤保湿、美白重视起来，非常不错的一次购物，下次还会选择其它类型的。 吸收效果：这个产品敷在脸上，凉嗖嗖的，用好就有明显的效果。 ,2021年03月30日 07:59,1,,Null,Null,0,1,1126601865163,red_4,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1237,t***6,整体评价：不错 肤质改善情况：我是混油皮，敷完吸收的效果不错 我的肤质：混油皮 ,2021年04月26日 20:41,1,,Null,Null,0,1,1130591134505,red_5,面膜,颜色分类:❤新款鱼子酱面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1238,小***吗,大米面膜不大好挤，哈哈，大米发酵味道，没买过，都试一遍 ,2021年04月24日 17:48,1,,Null,Null,0,1,1130313578998,blue_3,面膜,颜色分类:热卖款大米面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1239,短***纸,唉呀妈呀 简直太棒了 绝对的正品,2021年04月18日 12:47,1,,Null,Null,0,-4,1129053633993,red_5,面膜,颜色分类:❤新款燕窝面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1240,何***门,超级喜欢的一款面膜，补水效果很绝，日常或者急救用都很棒，非常满意 ,2021年04月21日 16:48,1,,Null,Null,0,1,1129923246649,blue_2,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1241,t***8,补水效果好，大干皮和混油皮都可以用 真的喜欢这款面膜  ,2021年04月26日 22:28,1,,Null,Null,0,1,1130155685370,red_5,面膜,颜色分类:❤新款水母面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1242,t***4,面膜保湿效果好，吸收效果好，用着效果不错 ,2021年04月22日 07:23,1,,Null,Null,0,1,1129975898800,blue_2,面膜,颜色分类:银色[❤新款猪胎素10片],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1243,t***7,东西已收到非常的喜欢，很水润，吸收效果很好 爱了爱了 ,2021年04月16日 12:10,1,,Null,Null,0,1,1129248894081,red_5,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1244,t***1,整体评价：很好，值得推荐。 吸收效果：蛮好的👌。 ,2021年04月22日 07:57,1,,Null,Null,0,1,1129096992060,blue_2,面膜,颜色分类:浅绿色[冷敷贴 绿色款],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1245,t***1,已经都用了几片了，保湿效果特别好，用完后皮肤很水润,2021年04月19日 23:17,1,,Null,Null,0,1,1130107555524,red_4,面膜,颜色分类:灰色[❤新款马胎素10片],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1246,h***春,很好是正品 一直都用的这个品牌,2021年04月25日 14:44,1,,Null,Null,0,1,1130815199021,blue_3,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1247,芦***8,整体评价：很好的 肤质改善情况：补水 我的肤质：混油 ,2021年04月19日 12:35,1,,Null,Null,0,1,1129624974131,blue_2,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1248,t***2,吸收效果：吸收效果很好. 保湿效果：很补水 敷完滑滑嫩嫩的. 我的肤质：油. ,2021年04月26日 12:50,1,,Null,Null,0,1,1130080649189,red_2,面膜,颜色分类:❤新款蜗牛面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1249,1***珍,回购的，买了补水的，夏天必备单品，物美价廉，趁搞活动多买几盒,2021年04月21日 21:25,1,,Null,Null,0,-4,1129512861535,blue_2,面膜,颜色分类:❤新款水母面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1250,糖***忧,便宜好用，基础面膜可以。发货也快，回购无数次了 ,2021年04月22日 11:46,1,,Null,Null,0,1,1130007134577,blue_3,面膜,颜色分类:❤新款羊胎素面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1251,女***经,大猩猩家的老粉啦，面膜是一直回购款，挺补水💦的 ,2021年04月15日 17:23,1,,Null,Null,0,1,1128293948100,blue_3,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1252,w***1,面膜补水保湿效果挺好的，使用后脸上润润的，满意好评,2021年04月16日 08:02,1,,Null,Null,0,1,1129215634169,blue_1,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1253,熊***9,很好用不错，用于补水简直完美，喜欢就赶紧入手不要错过了，物流也挺快的 ,2021年04月16日 14:23,1,,Null,Null,0,1,1129668019265,blue_3,面膜,颜色分类:❤新款水母面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1254,张***7,送女朋友的，这款面膜用起来补水效果很好，很舒服。,2021年04月23日 13:20,1,,Null,Null,0,1,1130147262844,blue_2,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1255,大***2,第一次用燕窝的、很不错 没失望、用完很水润 而且皮肤也白了、继续回购 ,2021年04月17日 19:34,1,,Null,Null,0,-4,1129828555434,blue_1,面膜,颜色分类:❤新款燕窝面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1256,哈***8,物流比较快，面膜买来就用了，补水比较不错的，最近天气挺热的嘛，就买了三盒，价格不贵，总之比较不错的,2021年04月26日 12:14,1,,Null,Null,0,1,1130076245178,red_4,面膜,颜色分类:❤新款水母面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1257,x***2,整体评价：很好用，吸收好，保湿效果很好 ,2021年04月16日 17:54,1,,Null,Null,0,1,1128423576067,blue_3,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1258,s***8,货收到了，质量非常好，价格实惠实惠，非常满意 ,2021年04月22日 15:48,1,,Null,Null,0,1,1130442015411,blue_1,面膜,颜色分类:❤新款羊胎素面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1259,住***0,不错 回购很多次了，特别好，卖家也好，值得购买，快递很好  肤质改善情况：很好 ,2021年04月18日 20:25,1,,Null,Null,0,-4,1129116225183,blue_2,面膜,颜色分类:❤新款水母面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1260,乐***范,用了很多盒，补水效果杠杠的。夏天必囤面膜，不到百元的价格，惊艳！,2021年04月26日 13:21,1,,Null,Null,0,1,1130085045406,blue_4,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1261,t***6,回购了N次的面膜啦， 好用还不贵，效果特别好 ,2021年04月15日 11:17,1,,Null,Null,0,1,1128242956121,blue_2,面膜,颜色分类:浅黄色[冷敷贴 黄色款],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
1262,我***吖,敷的时候真的太舒服了~ 满满精华液 敷完面膜超嫩的！！哈哈哈哈肌肤喝饱水 ,2021年04月19日 00:31,1,,Null,Null,0,1,1128703100362,blue_2,面膜,颜色分类:❤新款鸡蛋面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
